Sr.no.,year,state,permits,handguns,long_guns,bg_check,avg_age,avg_ed,avg_in,per_fem,per_hisp,per_white,per_black,per_native,per_asian,urb,region,pol
887,2019,Oregon,60616,166667,120905,357700,51,7.6,48308,50,7.6,88.2,1.3,1.3,3.9,10.71,West,Blue
888,2019,Pennsylvania,273455,529408,172869,987886,52,7.3,47127,50,3.5,89.6,5.7,0.1,2.3,11.15,Northeast,Purple
889,2019,Rhode Island,0,11698,7885,24338,51,7.6,52062,52,8.1,87.5,4.1,0.3,2.8,11.72,Northeast,Blue
890,2019,South Carolina,96772,121053,72037,328221,52,7.4,44724,52,3.4,75.7,19.9,0.4,1.5,10.11,South,Red
891,2019,South Dakota,7529,29458,40012,85426,51,7.2,41491,49,1.9,90.9,0.9,5.7,1,8.73,Midwest,Red
892,2019,Tennessee,144554,295844,174389,635313,51,7.2,44450,51,3.3,84.9,11.3,0.2,1.5,10.2,South,Red
893,2019,Texas,348122,554577,382090,1487212,50,7.3,51685,49,28.4,79.6,9.1,0.6,4.6,11.17,South,Red
894,2019,Utah,166385,41881,43155,823270,46,7.6,48372,48,8.6,90.9,0.7,1.2,2.7,10.96,West,Red
895,2019,Vermont,0,16299,16832,35843,52,7.7,45639,51,1.3,96.3,0.8,0.3,0.9,8.84,Northeast,Blue
896,2019,Virginia,10353,281144,173799,512766,50,7.8,59350,51,5.9,75,14.8,0.3,6.2,10.91,South,Blue
897,2019,Washington,172462,206107,128716,607170,50,7.7,57507,49,7.6,81.1,2.5,1.6,8.2,11.12,West,Blue
898,2019,West Virginia,31064,71036,69734,206196,54,6.9,38302,51,1,95,2.9,0.1,0.7,9.11,South,Red
899,2019,Wisconsin,102078,164711,143135,435685,52,7.3,45098,49,2.9,93.3,2.7,0.7,1.5,10.19,Midwest,Red
900,2019,Wyoming,5681,23090,24923,61291,50,7.4,46127,49,6.5,91.1,0.5,4.4,0.7,8.26,West,Red
